target,model,seed,test_block,validation_block,core_train_blocks,final_train_blocks,core_train_windows,validation_windows,final_train_windows,test_windows,train_positive_count,best_epoch,best_validation_loss,model_parameters,device,torch_version,cuda_version,elapsed_seconds
GripLost,lstm,42,2,3,7,8,3188,426,3614,421,394,8,0.9725737135175249,7713,cuda,2.7.1+cu128,12.8,1.910369899997022
GripLost,lstm,43,2,3,7,8,3188,426,3614,421,394,14,0.8079614012454037,7713,cuda,2.7.1+cu128,12.8,3.5946848999956273
GripLost,lstm,44,2,3,7,8,3188,426,3614,421,394,10,0.7632357822337621,7713,cuda,2.7.1+cu128,12.8,2.4460552999953507
GripLost,lstm,42,3,4,7,8,3270,339,3609,426,386,13,0.5907845274602945,7713,cuda,2.7.1+cu128,12.8,2.9417761000004248
GripLost,lstm,43,3,4,7,8,3270,339,3609,426,386,13,0.44502056369167864,7713,cuda,2.7.1+cu128,12.8,2.3737112000017078
GripLost,lstm,44,3,4,7,8,3270,339,3609,426,386,11,0.7111042912357148,7713,cuda,2.7.1+cu128,12.8,2.5370398000013665
GripLost,lstm,42,4,5,7,8,3226,470,3696,339,393,24,0.14367069180341477,7713,cuda,2.7.1+cu128,12.8,6.141891899998882
GripLost,lstm,43,4,5,7,8,3226,470,3696,339,393,24,0.13001103699207306,7713,cuda,2.7.1+cu128,12.8,5.375755700006266
GripLost,lstm,44,4,5,7,8,3226,470,3696,339,393,22,0.14455188519143045,7713,cuda,2.7.1+cu128,12.8,4.050716300000204
GripLost,lstm,42,5,7,7,8,3090,475,3565,470,424,19,0.4420239053901873,7713,cuda,2.7.1+cu128,12.8,3.6801224000009825
GripLost,lstm,43,5,7,7,8,3090,475,3565,470,424,35,0.41321680376404213,7713,cuda,2.7.1+cu128,12.8,6.842690500001481
GripLost,lstm,44,5,7,7,8,3090,475,3565,470,424,23,0.40112490252444616,7713,cuda,2.7.1+cu128,12.8,4.443232600002375
GripLost,lstm,42,7,8,7,8,3371,189,3560,475,405,21,0.3408096432685852,7713,cuda,2.7.1+cu128,12.8,3.862731099994562
GripLost,lstm,43,7,8,7,8,3371,189,3560,475,405,24,0.3366970419883728,7713,cuda,2.7.1+cu128,12.8,4.397714900005667
GripLost,lstm,44,7,8,7,8,3371,189,3560,475,405,29,0.21709467470645905,7713,cuda,2.7.1+cu128,12.8,5.242752099999052
GripLost,lstm,42,8,9,7,8,3285,561,3846,189,417,1,1.4629662999494828,7713,cuda,2.7.1+cu128,12.8,0.6591769000006025
GripLost,lstm,43,8,9,7,8,3285,561,3846,189,417,7,1.3801796558494024,7713,cuda,2.7.1+cu128,12.8,1.729676599999948
GripLost,lstm,44,8,9,7,8,3285,561,3846,189,417,1,1.47772105439249,7713,cuda,2.7.1+cu128,12.8,0.7512788000021828
GripLost,lstm,42,9,10,7,8,2749,725,3474,561,356,8,0.8611790368474763,7713,cuda,2.7.1+cu128,12.8,1.572485599994252
GripLost,lstm,43,9,10,7,8,2749,725,3474,561,356,9,0.9207697827240516,7713,cuda,2.7.1+cu128,12.8,1.8728153000047314
GripLost,lstm,44,9,10,7,8,2749,725,3474,561,356,1,1.1927798374767962,7713,cuda,2.7.1+cu128,12.8,0.5512715000004391
GripLost,lstm,42,10,1,7,8,2881,429,3310,725,367,9,0.9240345663124031,7713,cuda,2.7.1+cu128,12.8,1.9340499999962049
GripLost,lstm,43,10,1,7,8,2881,429,3310,725,367,16,0.8720667190624006,7713,cuda,2.7.1+cu128,12.8,2.8113576999967336
GripLost,lstm,44,10,1,7,8,2881,429,3310,725,367,13,1.143364605022755,7713,cuda,2.7.1+cu128,12.8,2.2348084000041126
