target,model,seed,test_block,event_cycle_count,detected_event_cycle_count,event_cycle_recall,normal_cycle_count,false_alarm_cycle_count,normal_cycle_false_alarm_rate,window_macro_f1,window_positive_precision,window_positive_recall,window_positive_f1,window_pr_auc
ProtectiveStop,lstm,42,9,17,16,0.9411764705882353,9,2,0.2222222222222222,0.8475434456125295,0.782608695652174,0.7377049180327869,0.759493670886076,0.8235500405166971
ProtectiveStop,lstm,43,9,17,16,0.9411764705882353,9,1,0.1111111111111111,0.8630165289256199,0.7916666666666666,0.7786885245901639,0.7851239669421488,0.8469209240340365
ProtectiveStop,lstm,44,9,17,16,0.9411764705882353,9,2,0.2222222222222222,0.8520439560439561,0.76,0.7786885245901639,0.7692307692307693,0.8675004435599392
ProtectiveStop,lstm,42,10,19,19,1.0,8,5,0.625,0.820213656641844,0.5907172995780591,0.9722222222222222,0.7349081364829396,0.918670168607491
ProtectiveStop,lstm,43,10,19,19,1.0,8,4,0.5,0.8461821079648948,0.6490384615384616,0.9375,0.7670454545454546,0.9177453069397196
ProtectiveStop,lstm,44,10,19,19,1.0,8,3,0.375,0.8510773781402132,0.6509433962264151,0.9583333333333334,0.7752808988764045,0.9224250746291599
GripLost,1d_cnn,42,1,5,5,1.0,19,1,0.05263157894736842,0.8227830671177905,0.9615384615384616,0.5555555555555556,0.704225352112676,0.9000318468872647
GripLost,1d_cnn,43,1,5,5,1.0,19,2,0.10526315789473684,0.8059052639861515,0.9230769230769231,0.5333333333333333,0.676056338028169,0.8484522076914898
GripLost,1d_cnn,44,1,5,5,1.0,19,5,0.2631578947368421,0.8887345743568291,0.8470588235294118,0.8,0.8228571428571428,0.8919637943584122
GripLost,1d_cnn,42,2,3,3,1.0,20,8,0.4,0.7458067685254357,0.41237113402061853,0.9523809523809523,0.5755395683453237,0.6705347632746523
GripLost,1d_cnn,43,2,3,3,1.0,20,15,0.75,0.6673633235631452,0.3111111111111111,1.0,0.4745762711864407,0.7040906269143687
GripLost,1d_cnn,44,2,3,3,1.0,20,11,0.55,0.7079768786127167,0.3611111111111111,0.9285714285714286,0.52,0.6156443887056182
GripLost,1d_cnn,42,3,5,5,1.0,19,5,0.2631578947368421,0.786208973200843,0.5342465753424658,0.78,0.6341463414634146,0.698813664544743
GripLost,1d_cnn,43,3,5,5,1.0,19,2,0.10526315789473684,0.7772914615019878,0.5573770491803278,0.68,0.6126126126126126,0.6828666818566036
GripLost,1d_cnn,44,3,5,5,1.0,19,6,0.3157894736842105,0.783826574107904,0.5,0.88,0.6376811594202898,0.6569766288131593
GripLost,1d_cnn,42,4,7,7,1.0,10,0,0.0,0.8940722360077199,0.76,0.8837209302325582,0.8172043010752689,0.9375511586267469
GripLost,1d_cnn,43,4,7,7,1.0,10,1,0.1,0.8569016462642465,0.65,0.9069767441860465,0.7572815533980582,0.925661076637436
GripLost,1d_cnn,44,4,7,7,1.0,10,0,0.0,0.8794204092330157,0.75,0.8372093023255814,0.7912087912087912,0.9266473123965168
GripLost,1d_cnn,42,5,1,1,1.0,24,3,0.125,0.8272693862550533,0.5238095238095238,0.9166666666666666,0.6666666666666666,0.7666861700820681
GripLost,1d_cnn,43,5,1,1,1.0,24,4,0.16666666666666666,0.8169068952084145,0.5,0.9166666666666666,0.6470588235294118,0.860171568627451
GripLost,1d_cnn,44,5,1,1,1.0,24,11,0.4583333333333333,0.699375813317453,0.28205128205128205,0.9166666666666666,0.43137254901960786,0.747471812092703
GripLost,1d_cnn,42,7,4,4,1.0,20,4,0.2,0.7904904728299225,0.5106382978723404,0.7741935483870968,0.6153846153846154,0.7770101384868107
GripLost,1d_cnn,43,7,4,4,1.0,20,3,0.15,0.7945007931548334,0.55,0.7096774193548387,0.6197183098591549,0.7513334992056933
GripLost,1d_cnn,44,7,4,4,1.0,20,5,0.25,0.7458533975387908,0.41379310344827586,0.7741935483870968,0.5393258426966292,0.694506264626295
