target,window_size,prediction_horizon,model,split_seed,train_windows,train_positive_count,train_positive_rate,train_cycle_runs,test_cycle_runs,threshold,test_windows,positive_count,positive_rate,positive_recall,positive_precision,positive_f1,macro_f1,false_positive_rate,tn,fp,fn,tp
System_Failure,5,10,rf_smote,57,2157,156,0.07232267037552156,132,34,0.4,588,45,0.07653061224489796,0.06666666666666667,0.08823529411764706,0.0759493670886076,0.5047021220128544,0.0570902394106814,512,31,42,3
System_Failure,5,10,rf_smote,57,2157,156,0.07232267037552156,132,34,0.5,588,45,0.07653061224489796,0.044444444444444446,0.1111111111111111,0.06349206349206349,0.5052410901467506,0.029465930018416207,527,16,43,2
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.05,617,69,0.11183144246353323,0.9855072463768116,0.1487964989059081,0.2585551330798479,0.35385383772636464,0.7098540145985401,159,389,1,68
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.1,617,69,0.11183144246353323,0.782608695652174,0.16822429906542055,0.27692307692307694,0.4713999270871309,0.48722627737226276,281,267,15,54
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.15,617,69,0.11183144246353323,0.5072463768115942,0.16990291262135923,0.2545454545454545,0.5203905583467627,0.31204379562043794,377,171,34,35
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.2,617,69,0.11183144246353323,0.391304347826087,0.21428571428571427,0.27692307692307694,0.5706078329754942,0.18065693430656934,449,99,42,27
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.3,617,69,0.11183144246353323,0.15942028985507245,0.2391304347826087,0.19130434782608696,0.5540972141275207,0.06386861313868614,513,35,58,11
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.4,617,69,0.11183144246353323,0.07246376811594203,0.35714285714285715,0.12048192771084337,0.5285294086860038,0.016423357664233577,539,9,64,5
System_Failure,5,10,rf_smote,58,2128,132,0.06203007518796992,132,34,0.5,617,69,0.11183144246353323,0.043478260869565216,0.375,0.07792207792207792,0.5082782386153173,0.009124087591240875,543,5,66,3
System_Failure,5,10,rf_smote,59,2185,166,0.07597254004576659,132,34,0.05,560,35,0.0625,1.0,0.09433962264150944,0.1724137931034483,0.3509127789046653,0.64,189,336,0,35
System_Failure,5,10,rf_smote,59,2185,166,0.07597254004576659,132,34,0.1,560,35,0.0625,0.9142857142857143,0.12075471698113208,0.21333333333333335,0.4627642276422764,0.4438095238095238,292,233,3,32
System_Failure,5,10,rf_smote,59,2185,166,0.07597254004576659,132,34,0.15,560,35,0.0625,0.7428571428571429,0.13756613756613756,0.23214285714285715,0.5200892857142857,0.31047619047619046,362,163,9,26
