target,model,feature,window_statistic,false_alarm_window_count,true_negative_window_count,false_alarm_median,true_negative_median,true_negative_iqr,robust_shift_iqr,absolute_robust_shift_iqr
System_Failure,rf_window_features,Power_J3,mean,13,1714,0.02430020971223712,0.10345354499575146,0.14762837446308796,-0.5361661372442011,0.5361661372442011
System_Failure,rf_window_features,Power_J4,mean,13,1714,-0.00012381938605159347,-0.0012658752214065316,0.007162000606251991,0.1594604494110197,0.1594604494110197
System_Failure,rf_window_features,Power_J5,mean,13,1714,0.013520993199745136,0.015710189621738722,0.012336012093928818,-0.17746386800893316,0.17746386800893316
System_Failure,rf_window_features,Abs_Current_Sum,mean,13,1714,5.011440348625183,5.0014302134513855,0.7910020291805271,0.012655005682056492,0.012655005682056492
System_Failure,rf_window_features,Current_J0,range,13,1714,1.0652442574501038,2.212521195411682,3.067344546318054,-0.3740293666515991,0.3740293666515991
System_Failure,rf_window_features,Current_J1,range,13,1714,2.6597278118133545,2.170652985572815,1.619909755885601,0.3019148594318845,0.3019148594318845
System_Failure,rf_window_features,Current_J2,range,13,1714,1.1741596460342407,1.5565041601657867,1.3300347924232483,-0.2874695581721858,0.2874695581721858
System_Failure,rf_window_features,Current_J3,range,13,1714,1.232153907418251,1.5743494480848312,1.140946239233017,-0.2999225808366008,0.2999225808366008
System_Failure,rf_window_features,Current_J4,range,13,1714,1.3622033894062042,1.8548648357391357,1.572267472743988,-0.31334455165768826,0.31334455165768826
System_Failure,rf_window_features,Current_J5,range,13,1714,0.424016535282135,0.43311093747615814,0.0790097713470459,-0.11510477804164869,0.11510477804164869
System_Failure,rf_window_features,Temperature_J0,range,13,1714,0.0625,0.0625,0.0,,
System_Failure,rf_window_features,Temperature_J1,range,13,1714,0.0625,0.0625,0.0,,
System_Failure,rf_window_features,Temperature_J2,range,13,1714,0.0625,0.0625,0.0,,
System_Failure,rf_window_features,Temperature_J3,range,13,1714,0.0625,0.0625,0.0,,
System_Failure,rf_window_features,Temperature_J4,range,13,1714,0.0625,0.0625,0.0625,0.0,0.0
System_Failure,rf_window_features,Temperature_J5,range,13,1714,0.0625,0.0625,0.0,,
System_Failure,rf_window_features,Speed_J0,range,13,1714,0.27078524231910706,0.5167206972837448,0.28350676596164703,-0.8674764925995031,0.8674764925995031
System_Failure,rf_window_features,Speed_J1,range,13,1714,0.10653115063905716,0.18352787959156558,0.10220422386191785,-0.7533615152396655,0.7533615152396655
System_Failure,rf_window_features,Speed_J2,range,13,1714,0.07516348361968994,2.7446792125701904,3.6992377303540707,-0.721639408855994,0.721639408855994
System_Failure,rf_window_features,Speed_J3,range,13,1714,0.6693210899829865,1.5590860247612,0.5026319921016693,-1.7702115041619502,1.7702115041619502
System_Failure,rf_window_features,Speed_J4,range,13,1714,0.04862441937439144,0.14743825607001781,0.11245739087462425,-0.8786780124197554,0.8786780124197554
System_Failure,rf_window_features,Speed_J5,range,13,1714,0.5183422267436981,1.3001389503479004,0.44533516466617584,-1.7555243457817635,1.7555243457817635
System_Failure,rf_window_features,Tool_current,range,13,1714,0.11134958267211914,0.11312997341156006,0.3010140061378479,-0.005914644179798054,0.005914644179798054
System_Failure,rf_window_features,Power_J0,range,13,1714,0.07281452417373657,0.16616340354084969,0.1227275007404387,-0.7606190854040155,0.7606190854040155
System_Failure,rf_window_features,Power_J1,range,13,1714,0.31345117650926113,0.38642217218875885,0.24631499941460788,-0.296250719009888,0.296250719009888
System_Failure,rf_window_features,Power_J2,range,13,1714,0.11702555045485497,3.9760058727115393,4.159382313489914,-0.9277772590754759,0.9277772590754759
System_Failure,rf_window_features,Power_J3,range,13,1714,0.4345952719449997,1.1479423940181732,0.587400272488594,-1.214414012868925,1.214414012868925
System_Failure,rf_window_features,Power_J4,range,13,1714,0.011307922191917896,0.04315875470638314,0.0362893040291965,-0.8776920188064149,0.8776920188064149
System_Failure,rf_window_features,Power_J5,range,13,1714,0.078964305925183,0.20592142641544342,0.11783034075051546,-1.077456957873603,1.077456957873603
