target,variant,feature_columns,feature_count,summary_feature_count,test_block,train_blocks,train_windows,test_windows,train_positive_count,decision_threshold,baseline_12_match,elapsed_seconds
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,1,8,3606,429,536,0.5,,1.9224831000028644
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,2,8,3614,421,528,0.5,,1.861299100000906
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,3,8,3609,426,526,0.5,,2.3575836999989406
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,4,8,3696,339,520,0.5,,2.4654279999995197
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,5,8,3565,470,494,0.5,,2.329685900000186
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,7,8,3560,475,494,0.5,,2.220320399999764
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,8,8,3846,189,546,0.5,,2.2990463000023738
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,9,8,3474,561,441,0.5,,1.9860327000023972
ProtectiveStop,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,10,8,3310,725,419,0.5,,1.7770898999988276
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,1,8,3606,429,536,0.5,,1.4136829000017315
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,2,8,3614,421,528,0.5,,1.2313257999994676
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,3,8,3609,426,526,0.5,,1.2747791000001598
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,4,8,3696,339,520,0.5,,1.277811700001621
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,5,8,3565,470,494,0.5,,1.3907195000028878
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,7,8,3560,475,494,0.5,,1.2982556999995722
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,8,8,3846,189,546,0.5,,1.3045606000014232
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,9,8,3474,561,441,0.5,,1.310993500002951
ProtectiveStop,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,10,8,3310,725,419,0.5,,1.3570098000018334
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,1,8,3606,429,536,0.5,,2.0921662999971886
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,2,8,3614,421,528,0.5,,2.281074399998033
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,3,8,3609,426,526,0.5,,2.228290700000798
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,4,8,3696,339,520,0.5,,2.6000491000013426
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,5,8,3565,470,494,0.5,,2.721407899996848
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,7,8,3560,475,494,0.5,,2.4466443000019353
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,8,8,3846,189,546,0.5,,2.6920210999996925
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,9,8,3474,561,441,0.5,,2.6288176999987627
ProtectiveStop,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,10,8,3310,725,419,0.5,,2.1868703000000096
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,1,8,3606,429,536,0.5,,2.56296680000014
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,2,8,3614,421,528,0.5,,3.1094568999978947
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,3,8,3609,426,526,0.5,,2.789751199998136
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,4,8,3696,339,520,0.5,,2.550575299999764
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,5,8,3565,470,494,0.5,,2.5575233999988995
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,7,8,3560,475,494,0.5,,2.316454199997679
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,8,8,3846,189,546,0.5,,2.5603685999994923
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,9,8,3474,561,441,0.5,,2.526421399998071
ProtectiveStop,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,10,8,3310,725,419,0.5,,2.269860799999151
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,1,8,3606,429,536,0.5,,2.713277400001971
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,2,8,3614,421,528,0.5,,2.7463161000014225
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,3,8,3609,426,526,0.5,,2.834144500000548
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,4,8,3696,339,520,0.5,,3.5225398000002315
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,5,8,3565,470,494,0.5,,2.9334015999993426
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,7,8,3560,475,494,0.5,,3.2571199999983946
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,8,8,3846,189,546,0.5,,3.049912400001631
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,9,8,3474,561,441,0.5,,3.2024309000007634
ProtectiveStop,drop_temperature,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,13,91,10,8,3310,725,419,0.5,,2.9980667000018
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,1,8,3606,429,536,0.5,,2.796046200001001
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,2,8,3614,421,528,0.5,,3.2779014999978244
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,3,8,3609,426,526,0.5,,3.6929385000003094
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,4,8,3696,339,520,0.5,,3.2735454000030586
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,5,8,3565,470,494,0.5,,2.282790400000522
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,7,8,3560,475,494,0.5,,2.3300163999992947
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,8,8,3846,189,546,0.5,,2.2420756999999867
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,9,8,3474,561,441,0.5,,2.226270899998781
ProtectiveStop,drop_tool_current,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,18,126,10,8,3310,725,419,0.5,,2.0573747999987972
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,1,8,3606,429,346,0.5,True,2.764223199999833
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,2,8,3614,421,394,0.5,True,3.5872191000016755
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,3,8,3609,426,386,0.5,True,3.5052992000019003
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,4,8,3696,339,393,0.5,True,2.70607100000052
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,5,8,3565,470,424,0.5,True,2.5393573000001197
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,7,8,3560,475,405,0.5,True,2.492832499996439
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,8,8,3846,189,417,0.5,True,2.6305243000024348
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,9,8,3474,561,356,0.5,True,2.35659079999823
GripLost,all_19,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5;Tool_current,19,133,10,8,3310,725,367,0.5,True,2.2460667000013927
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,1,8,3606,429,346,0.5,,2.0666788999988057
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,2,8,3614,421,394,0.5,,2.113870400000451
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,3,8,3609,426,386,0.5,,2.1977181999973254
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,4,8,3696,339,393,0.5,,2.2383942999986175
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,5,8,3565,470,424,0.5,,2.081409899998107
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,7,8,3560,475,405,0.5,,2.2916102999988652
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,8,8,3846,189,417,0.5,,3.193141800002195
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,9,8,3474,561,356,0.5,,3.233889699997235
GripLost,current_family_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Tool_current,7,49,10,8,3310,725,367,0.5,,2.8215865999991365
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,1,8,3606,429,346,0.5,,2.3233245000010356
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,2,8,3614,421,394,0.5,,2.084326299998793
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,3,8,3609,426,386,0.5,,2.3313262999981816
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,4,8,3696,339,393,0.5,,2.1477586000000883
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,5,8,3565,470,424,0.5,,2.0561594999999215
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,7,8,3560,475,405,0.5,,2.022916999998415
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,8,8,3846,189,417,0.5,,2.54777169999943
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,9,8,3474,561,356,0.5,,2.0814376000016637
GripLost,joint_current_only,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5,6,42,10,8,3310,725,367,0.5,,2.0662916000001132
GripLost,tool_current_only,Tool_current,1,7,1,8,3606,429,346,0.5,,1.1232081999987713
GripLost,tool_current_only,Tool_current,1,7,2,8,3614,421,394,0.5,,1.1445153999993636
GripLost,tool_current_only,Tool_current,1,7,3,8,3609,426,386,0.5,,1.2691840000006778
GripLost,tool_current_only,Tool_current,1,7,4,8,3696,339,393,0.5,,1.4337252999976045
GripLost,tool_current_only,Tool_current,1,7,5,8,3565,470,424,0.5,,1.4157758000001195
GripLost,tool_current_only,Tool_current,1,7,7,8,3560,475,405,0.5,,1.53182740000193
GripLost,tool_current_only,Tool_current,1,7,8,8,3846,189,417,0.5,,1.3452412999977241
GripLost,tool_current_only,Tool_current,1,7,9,8,3474,561,356,0.5,,1.3791479999999865
GripLost,tool_current_only,Tool_current,1,7,10,8,3310,725,367,0.5,,1.3308046999991348
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,1,8,3606,429,346,0.5,,2.2301756999986537
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,2,8,3614,421,394,0.5,,2.056907599999249
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,3,8,3609,426,386,0.5,,2.2783242000004975
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,4,8,3696,339,393,0.5,,2.695659799999703
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,5,8,3565,470,424,0.5,,2.8795586000014737
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,7,8,3560,475,405,0.5,,2.5781147000016063
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,8,8,3846,189,417,0.5,,2.3755856999996467
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,9,8,3474,561,356,0.5,,2.1393367999990005
GripLost,speed_only,Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,6,42,10,8,3310,725,367,0.5,,2.058700300000055
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,1,8,3606,429,346,0.5,,1.2998237000028894
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,2,8,3614,421,394,0.5,,1.2126037999987602
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,3,8,3609,426,386,0.5,,1.246846000001824
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,4,8,3696,339,393,0.5,,1.2397877000003064
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,5,8,3565,470,424,0.5,,1.14881940000123
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,7,8,3560,475,405,0.5,,1.1988033999987238
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,8,8,3846,189,417,0.5,,1.231929300000047
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,9,8,3474,561,356,0.5,,1.250755000000936
GripLost,temperature_only,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5,6,42,10,8,3310,725,367,0.5,,1.1950746000002255
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,1,8,3606,429,346,0.5,,2.464430699998047
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,2,8,3614,421,394,0.5,,2.439284800002497
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,3,8,3609,426,386,0.5,,2.7646171000014874
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,4,8,3696,339,393,0.5,,3.2320556999984547
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,5,8,3565,470,424,0.5,,3.562246800000139
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,7,8,3560,475,405,0.5,,2.8798983999986376
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,8,8,3846,189,417,0.5,,3.1969403000002785
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,9,8,3474,561,356,0.5,,3.058428600001207
GripLost,drop_current_family,Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Speed_J0;Speed_J1;Speed_J2;Speed_J3;Speed_J4;Speed_J5,12,84,10,8,3310,725,367,0.5,,2.8540767000013147
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,1,8,3606,429,346,0.5,,3.356212400001823
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,2,8,3614,421,394,0.5,,3.1738173000012466
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,3,8,3609,426,386,0.5,,3.2949640000006184
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,4,8,3696,339,393,0.5,,3.2714211999991676
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,5,8,3565,470,424,0.5,,2.9105856999995012
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,7,8,3560,475,405,0.5,,3.8259483000001637
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,8,8,3846,189,417,0.5,,3.7283064000002923
GripLost,drop_speed,Current_J0;Current_J1;Current_J2;Current_J3;Current_J4;Current_J5;Temperature_J0;Temperature_J1;Temperature_J2;Temperature_J3;Temperature_J4;Temperature_J5;Tool_current,13,91,9,8,3474,561,356,0.5,,2.934576699997706
