target,model_variant,seed_count,windows_per_seed,negative_windows_per_seed,positive_windows_per_seed,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,positive_precision_mean,positive_precision_std,positive_recall_mean,positive_recall_std,positive_f1_mean,positive_f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std
System_Failure,rf_19_raw_window,1,4035,3061,974,2871.0,0.0,190.0,0.0,299.0,0.0,675.0,0.0,0.8788104089219331,0.0,0.8278080208859402,0.0,0.7803468208092486,0.0,0.6930184804928131,0.0,0.734094616639478,0.0,0.9144509954001692,0.0,0.8137324214976762,0.0
System_Failure,1d_cnn_19_raw,3,4035,3061,974,2678.0,35.56215216584433,383.0,35.56215216584433,306.0,57.22470329033316,668.0,57.22470329033316,0.8292441140024782,0.005854280947220683,0.7722994123080977,0.014542783644698253,0.6356980676149168,0.004489265866857915,0.6858316221765914,0.05875226210506485,0.65854910159343,0.026955957117876427,0.8633942373205018,0.020569314583244982,0.6879115508107566,0.02697997592503143
System_Failure,lstm_autoencoder_19_raw_q95,3,4035,3061,974,3009.6666666666665,4.4969125210773475,51.333333333333336,4.4969125210773475,957.6666666666666,0.9428090415820634,16.333333333333332,0.9428090415820634,0.7499380421313506,0.0008820386825304448,0.4438945754224135,0.0005213436376994228,0.24184924360980697,0.005921197748954877,0.01676933607118412,0.0009679764287290175,0.031351401644674794,0.001653166840590369,0.43060306284199373,0.004055609490123489,0.2227721792846986,0.001451702130633122
ProtectiveStop,rf_19_raw_window,1,4035,3472,563,3375.0,0.0,97.0,0.0,137.0,0.0,426.0,0.0,0.9420074349442379,0.0,0.8755126160505782,0.0,0.8145315487571702,0.0,0.7566607460035524,0.0,0.7845303867403315,0.0,0.9593776346268753,0.0,0.8556536325151582,0.0
ProtectiveStop,1d_cnn_19_raw,3,4035,3472,563,3129.6666666666665,54.05141585153488,342.3333333333333,54.05141585153487,110.33333333333333,2.0548046676563256,452.6666666666667,2.0548046676563256,0.8878149524989674,0.013490068147983062,0.800124230132751,0.018168258189376563,0.5721616899804218,0.0410359241627274,0.8040260509177027,0.003649741860846024,0.6677585565154479,0.027739028417297126,0.9132310791158839,0.005868124953025866,0.7659464013366039,0.011161922657550996
ProtectiveStop,lstm_autoencoder_19_raw_q95,3,4035,3472,563,3420.6666666666665,4.4969125210773475,51.333333333333336,4.4969125210773475,546.6666666666666,0.9428090415820634,16.333333333333332,0.9428090415820634,0.8517967781908302,0.0008820386825304969,0.48569555725088626,0.0010145113295447026,0.24184924360980697,0.005921197748954877,0.029011249259917115,0.0016746164148882128,0.051775053478964474,0.002560637764979387,0.4603009477153608,0.0018998239748823826,0.1628993280776595,4.567280991045823e-05
GripLost,rf_19_raw_window,1,4035,3599,436,3567.0,0.0,32.0,0.0,226.0,0.0,210.0,0.0,0.9360594795539033,0.0,0.7922832145730376,0.0,0.8677685950413223,0.0,0.481651376146789,0.0,0.6194690265486725,0.0,0.9068679245763988,0.0,0.7266515659536292,0.0
GripLost,1d_cnn_19_raw,3,4035,3599,436,3214.6666666666665,15.965240019770729,384.3333333333333,15.965240019770729,160.0,11.430952132988164,276.0,11.430952132988164,0.8650970673275507,0.005781554136942634,0.7127249180576559,0.011514633927279387,0.4180763484154173,0.01706005960224923,0.6330275229357798,0.026217780121532513,0.5035082860243616,0.019811599211414045,0.873113326586641,0.014197654331128028,0.5887646427493451,0.026156389575801315
GripLost,lstm_autoencoder_19_raw_q95,3,4035,3599,436,3531.3333333333335,5.436502143433364,67.66666666666667,5.436502143433363,436.0,0.0,0.0,0.0,0.8751755472945065,0.0013473363428583454,0.46671632026814924,0.00038298113722295886,0.0,0.0,0.0,0.0,0.0,0.0,0.408851146215437,0.005367735737084414,0.08344205825030299,0.0008407705846716292
