target,window_size,model,test_block,train_blocks,train_cycle_runs,test_cycle_runs,train_windows,test_windows,positive_count,positive_rate,accuracy,macro_f1,weighted_f1,positive_precision,positive_recall,positive_f1,tn,fp,fn,tp,roc_auc,pr_auc,false_positive_rate,feature_set
ProtectiveStop,5,rf_smote,2,8,182,24,4524,539,25,0.04638218923933209,0.9795918367346939,0.8981218963176796,0.9807750101432398,0.71875,0.92,0.8070175438596491,505,9,2,23,0.9976653696498056,0.9595181398122576,0.017509727626459144,no_temperature
ProtectiveStop,5,rf_smote,3,8,182,24,4517,546,35,0.0641025641025641,0.9487179487179487,0.7606013153773881,0.9456085828776088,0.6296296296296297,0.4857142857142857,0.5483870967741935,501,10,18,17,0.9641319541515236,0.5594058398688786,0.019569471624266144,no_temperature
ProtectiveStop,5,rf_smote,4,8,189,17,4639,424,37,0.08726415094339622,0.9316037735849056,0.8248807234921314,0.9377298701159107,0.5714285714285714,0.8648648648648649,0.6881720430107527,363,24,5,32,0.9730078916125428,0.7624719730170865,0.06201550387596899,no_temperature
ProtectiveStop,5,rf_smote,5,8,181,25,4468,595,55,0.09243697478991597,0.9512605042016806,0.8721861319545781,0.9541328638773233,0.6805555555555556,0.8909090909090909,0.7716535433070866,517,23,6,49,0.975858585858586,0.6997344390893067,0.04259259259259259,no_temperature
ProtectiveStop,5,rf_smote,7,8,181,25,4463,600,61,0.10166666666666667,0.9516666666666667,0.856054401508947,0.9495158795158796,0.82,0.6721311475409836,0.7387387387387387,530,9,20,41,0.9715776027251438,0.8160180210931091,0.016697588126159554,no_temperature
ProtectiveStop,5,rf_smote,8,8,194,12,4814,249,16,0.0642570281124498,0.9919678714859438,0.9645299145299145,0.9917172965365736,1.0,0.875,0.9333333333333333,233,0,2,14,0.9991952789699571,0.9891493055555556,0.0,no_temperature
ProtectiveStop,5,rf_smote,9,8,180,26,4372,691,101,0.14616497829232997,0.9464544138929089,0.8845446950710109,0.9443744431024498,0.8809523809523809,0.7326732673267327,0.8,580,10,27,74,0.9861302231918108,0.9160932930323189,0.01694915254237288,no_temperature
ProtectiveStop,5,rf_smote,10,8,178,28,4198,865,135,0.15606936416184972,0.9618497109826589,0.9220722848149472,0.9603693213356406,0.9553571428571429,0.7925925925925926,0.8663967611336032,725,5,28,107,0.9880568239472349,0.9515016163365925,0.00684931506849315,no_temperature
ProtectiveStop,10,rf_smote,1,8,178,24,3606,429,27,0.06293706293706294,0.9417249417249417,0.6642246642246642,0.9310518541287772,0.5833333333333334,0.25925925925925924,0.358974358974359,397,5,20,7,0.9260180578588539,0.3802884564928475,0.012437810945273632,all_sensors
ProtectiveStop,10,rf_smote,2,8,179,23,3614,421,35,0.0831353919239905,0.9857482185273159,0.9492689588688946,0.985135121726334,1.0,0.8285714285714286,0.90625,386,0,6,29,0.9984455958549223,0.9846410899042478,0.0,all_sensors
