target,model_variant,seed,test_block,event_cycle_count,detected_event_cycle_count,event_cycle_recall,normal_cycle_count,false_alarm_cycle_count,normal_cycle_false_alarm_rate,window_macro_f1,window_positive_precision,window_positive_recall,window_positive_f1,window_pr_auc
System_Failure,lstm_autoencoder_19_raw_q95,44,2,5,0,0.0,18,0,0.0,0.4496732026143791,0.0,0.0,0.0,0.141618796017283
System_Failure,lstm_autoencoder_19_raw_q97.5,44,2,5,0,0.0,18,0,0.0,0.4496732026143791,0.0,0.0,0.0,0.141618796017283
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,2,2,0,0.0,21,2,0.09523809523809523,0.47506234413965087,0.0,0.0,0.0,0.10371490837467917
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,2,2,0,0.0,21,0,0.0,0.47831474597273854,0.0,0.0,0.0,0.10371490837467917
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,2,2,0,0.0,21,0,0.0,0.47831474597273854,0.0,0.0,0.0,0.10371490837467917
GripLost,lstm_autoencoder_19_raw_q90,44,2,3,0,0.0,20,2,0.1,0.47044025157232705,0.0,0.0,0.0,0.062773844059781
GripLost,lstm_autoencoder_19_raw_q95,44,2,3,0,0.0,20,0,0.0,0.47375,0.0,0.0,0.0,0.062773844059781
GripLost,lstm_autoencoder_19_raw_q97.5,44,2,3,0,0.0,20,0,0.0,0.47375,0.0,0.0,0.0,0.062773844059781
System_Failure,lstm_autoencoder_19_raw_q90,42,3,6,0,0.0,18,1,0.05555555555555555,0.4424083769633508,0.0,0.0,0.0,0.12226931175270314
System_Failure,lstm_autoencoder_19_raw_q95,42,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12226931175270314
System_Failure,lstm_autoencoder_19_raw_q97.5,42,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12226931175270314
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,3,3,0,0.0,21,1,0.047619047619047616,0.47665847665847666,0.0,0.0,0.0,0.04789685706755634
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04789685706755634
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04789685706755634
GripLost,lstm_autoencoder_19_raw_q90,42,3,5,0,0.0,19,1,0.05263157894736842,0.4681647940074906,0.0,0.0,0.0,0.07942312122555265
GripLost,lstm_autoencoder_19_raw_q95,42,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.07942312122555265
GripLost,lstm_autoencoder_19_raw_q97.5,42,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.07942312122555265
System_Failure,lstm_autoencoder_19_raw_q90,43,3,6,0,0.0,18,2,0.1111111111111111,0.44021024967148487,0.0,0.0,0.0,0.12223867724898647
System_Failure,lstm_autoencoder_19_raw_q95,43,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12223867724898647
System_Failure,lstm_autoencoder_19_raw_q97.5,43,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12223867724898647
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,3,3,0,0.0,21,2,0.09523809523809523,0.4747225647348952,0.0,0.0,0.0,0.04802622253472474
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04802622253472474
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04802622253472474
GripLost,lstm_autoencoder_19_raw_q90,43,3,5,0,0.0,19,2,0.10526315789473684,0.46616541353383456,0.0,0.0,0.0,0.07926734047077942
GripLost,lstm_autoencoder_19_raw_q95,43,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.07926734047077942
GripLost,lstm_autoencoder_19_raw_q97.5,43,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.07926734047077942
System_Failure,lstm_autoencoder_19_raw_q90,44,3,6,0,0.0,18,1,0.05555555555555555,0.4424083769633508,0.0,0.0,0.0,0.12233815818901267
System_Failure,lstm_autoencoder_19_raw_q95,44,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12233815818901267
System_Failure,lstm_autoencoder_19_raw_q97.5,44,3,6,0,0.0,18,0,0.0,0.44313725490196076,0.0,0.0,0.0,0.12233815818901267
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,3,3,0,0.0,21,1,0.047619047619047616,0.47665847665847666,0.0,0.0,0.0,0.04794584351611769
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04794584351611769
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,3,3,0,0.0,21,0,0.0,0.47730061349693254,0.0,0.0,0.0,0.04794584351611769
GripLost,lstm_autoencoder_19_raw_q90,44,3,5,0,0.0,19,1,0.05263157894736842,0.4681647940074906,0.0,0.0,0.0,0.0794383119286178
GripLost,lstm_autoencoder_19_raw_q95,44,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.0794383119286178
GripLost,lstm_autoencoder_19_raw_q97.5,44,3,5,0,0.0,19,0,0.0,0.4688279301745636,0.0,0.0,0.0,0.0794383119286178
System_Failure,lstm_autoencoder_19_raw_q90,42,4,9,0,0.0,8,2,0.25,0.4244482173174873,0.0,0.0,0.0,0.22986880627992737
System_Failure,lstm_autoencoder_19_raw_q95,42,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22986880627992737
System_Failure,lstm_autoencoder_19_raw_q97.5,42,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22986880627992737
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,4,3,0,0.0,14,2,0.14285714285714285,0.46360759493670883,0.0,0.0,0.0,0.09983412456168446
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.09983412456168446
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.09983412456168446
GripLost,lstm_autoencoder_19_raw_q90,42,4,7,0,0.0,10,2,0.2,0.46360759493670883,0.0,0.0,0.0,0.14255103436063227
GripLost,lstm_autoencoder_19_raw_q95,42,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.14255103436063227
GripLost,lstm_autoencoder_19_raw_q97.5,42,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.14255103436063227
System_Failure,lstm_autoencoder_19_raw_q90,43,4,9,0,0.0,8,2,0.25,0.4244482173174873,0.0,0.0,0.0,0.22842327155120667
System_Failure,lstm_autoencoder_19_raw_q95,43,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22842327155120667
System_Failure,lstm_autoencoder_19_raw_q97.5,43,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22842327155120667
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,4,3,0,0.0,14,2,0.14285714285714285,0.46360759493670883,0.0,0.0,0.0,0.0994858444673085
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.0994858444673085
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.0994858444673085
GripLost,lstm_autoencoder_19_raw_q90,43,4,7,0,0.0,10,2,0.2,0.46360759493670883,0.0,0.0,0.0,0.14101945675099586
GripLost,lstm_autoencoder_19_raw_q95,43,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.14101945675099586
GripLost,lstm_autoencoder_19_raw_q97.5,43,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.14101945675099586
System_Failure,lstm_autoencoder_19_raw_q90,44,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22834288569690797
System_Failure,lstm_autoencoder_19_raw_q95,44,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22834288569690797
System_Failure,lstm_autoencoder_19_raw_q97.5,44,4,9,0,0.0,8,1,0.125,0.4263959390862944,0.0,0.0,0.0,0.22834288569690797
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.10042450439604383
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.10042450439604383
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,4,3,0,0.0,14,1,0.07142857142857142,0.46529968454258674,0.0,0.0,0.0,0.10042450439604383
GripLost,lstm_autoencoder_19_raw_q90,44,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.13885762046544353
GripLost,lstm_autoencoder_19_raw_q95,44,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.13885762046544353
GripLost,lstm_autoencoder_19_raw_q97.5,44,4,7,0,0.0,10,1,0.1,0.46529968454258674,0.0,0.0,0.0,0.13885762046544353
System_Failure,lstm_autoencoder_19_raw_q90,42,5,6,2,0.3333333333333333,19,8,0.42105263157894735,0.4947264433274254,0.17391304347826086,0.09876543209876543,0.12598425196850394,0.1553595655793133
System_Failure,lstm_autoencoder_19_raw_q95,42,5,6,2,0.3333333333333333,19,7,0.3684210526315789,0.49725311815226764,0.19444444444444445,0.08641975308641975,0.11965811965811966,0.1553595655793133
System_Failure,lstm_autoencoder_19_raw_q97.5,42,5,6,2,0.3333333333333333,19,7,0.3684210526315789,0.49725311815226764,0.19444444444444445,0.08641975308641975,0.11965811965811966,0.1553595655793133
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,5,5,2,0.4,20,8,0.4,0.5095652173913043,0.17391304347826086,0.11594202898550725,0.1391304347826087,0.13751533587186626
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,5,5,2,0.4,20,7,0.35,0.5121756487025948,0.19444444444444445,0.10144927536231885,0.13333333333333333,0.13751533587186626
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,5,5,2,0.4,20,7,0.35,0.5121756487025948,0.19444444444444445,0.10144927536231885,0.13333333333333333,0.13751533587186626
GripLost,lstm_autoencoder_19_raw_q90,42,5,1,0,0.0,24,10,0.4166666666666667,0.4671201814058957,0.0,0.0,0.0,0.023684196001252406
GripLost,lstm_autoencoder_19_raw_q95,42,5,1,0,0.0,24,9,0.375,0.4730941704035874,0.0,0.0,0.0,0.023684196001252406
GripLost,lstm_autoencoder_19_raw_q97.5,42,5,1,0,0.0,24,9,0.375,0.4730941704035874,0.0,0.0,0.0,0.023684196001252406
System_Failure,lstm_autoencoder_19_raw_q90,43,5,6,2,0.3333333333333333,19,10,0.5263157894736842,0.47890171525467945,0.1346153846153846,0.08641975308641975,0.10526315789473684,0.14557620681716063
System_Failure,lstm_autoencoder_19_raw_q95,43,5,6,2,0.3333333333333333,19,6,0.3157894736842105,0.4966824539904393,0.21428571428571427,0.07407407407407407,0.11009174311926606,0.14557620681716063
System_Failure,lstm_autoencoder_19_raw_q97.5,43,5,6,2,0.3333333333333333,19,6,0.3157894736842105,0.4966824539904393,0.21428571428571427,0.07407407407407407,0.11009174311926606,0.14557620681716063
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,5,5,2,0.4,20,10,0.5,0.4925276743458562,0.1346153846153846,0.10144927536231885,0.11570247933884298,0.12582438892278816
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,5,5,2,0.4,20,6,0.3,0.5114404862359516,0.21428571428571427,0.08695652173913043,0.12371134020618557,0.12582438892278816
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,5,5,2,0.4,20,6,0.3,0.5114404862359516,0.21428571428571427,0.08695652173913043,0.12371134020618557,0.12582438892278816
GripLost,lstm_autoencoder_19_raw_q90,43,5,1,0,0.0,24,12,0.5,0.4634703196347032,0.0,0.0,0.0,0.02457495366849832
GripLost,lstm_autoencoder_19_raw_q95,43,5,1,0,0.0,24,8,0.3333333333333333,0.4777777777777778,0.0,0.0,0.0,0.02457495366849832
GripLost,lstm_autoencoder_19_raw_q97.5,43,5,1,0,0.0,24,8,0.3333333333333333,0.4777777777777778,0.0,0.0,0.0,0.02457495366849832
System_Failure,lstm_autoencoder_19_raw_q90,44,5,6,2,0.3333333333333333,19,8,0.42105263157894735,0.487659669620147,0.15384615384615385,0.09876543209876543,0.12030075187969924,0.15262718242412135
System_Failure,lstm_autoencoder_19_raw_q95,44,5,6,2,0.3333333333333333,19,7,0.3684210526315789,0.4948771225908147,0.18421052631578946,0.08641975308641975,0.11764705882352941,0.15262718242412135
System_Failure,lstm_autoencoder_19_raw_q97.5,44,5,6,2,0.3333333333333333,19,7,0.3684210526315789,0.4948771225908147,0.18421052631578946,0.08641975308641975,0.11764705882352941,0.15262718242412135
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,5,5,2,0.4,20,8,0.4,0.5020131383767747,0.15384615384615385,0.11594202898550725,0.1322314049586777,0.1343819271847128
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,5,5,2,0.4,20,7,0.35,0.5095982318160909,0.18421052631578946,0.10144927536231885,0.1308411214953271,0.1343819271847128
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,5,5,2,0.4,20,7,0.35,0.5095982318160909,0.18421052631578946,0.10144927536231885,0.1308411214953271,0.1343819271847128
GripLost,lstm_autoencoder_19_raw_q90,44,5,1,0,0.0,24,10,0.4166666666666667,0.4634703196347032,0.0,0.0,0.0,0.02375838044236023
GripLost,lstm_autoencoder_19_raw_q95,44,5,1,0,0.0,24,9,0.375,0.47191011235955055,0.0,0.0,0.0,0.02375838044236023
GripLost,lstm_autoencoder_19_raw_q97.5,44,5,1,0,0.0,24,9,0.375,0.47191011235955055,0.0,0.0,0.0,0.02375838044236023
System_Failure,lstm_autoencoder_19_raw_q90,42,7,9,2,0.2222222222222222,15,7,0.4666666666666667,0.49250769879961576,0.24324324324324326,0.09,0.13138686131386862,0.1904068301595752
System_Failure,lstm_autoencoder_19_raw_q95,42,7,9,1,0.1111111111111111,15,6,0.4,0.4853444343065693,0.25,0.07,0.109375,0.1904068301595752
System_Failure,lstm_autoencoder_19_raw_q97.5,42,7,9,1,0.1111111111111111,15,6,0.4,0.4853444343065693,0.25,0.07,0.109375,0.1904068301595752
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,7,8,2,0.25,16,7,0.4375,0.5327729589555575,0.24324324324324326,0.13043478260869565,0.16981132075471697,0.15720709016646506
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,7,8,1,0.125,16,6,0.375,0.5235131313375473,0.25,0.10144927536231885,0.14432989690721648,0.15720709016646506
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,7,8,1,0.125,16,6,0.375,0.5235131313375473,0.25,0.10144927536231885,0.14432989690721648,0.15720709016646506
GripLost,lstm_autoencoder_19_raw_q90,42,7,4,0,0.0,20,10,0.5,0.4614512471655329,0.0,0.0,0.0,0.05013822087844655
GripLost,lstm_autoencoder_19_raw_q95,42,7,4,0,0.0,20,8,0.4,0.4668911335578002,0.0,0.0,0.0,0.05013822087844655
GripLost,lstm_autoencoder_19_raw_q97.5,42,7,4,0,0.0,20,8,0.4,0.4668911335578002,0.0,0.0,0.0,0.05013822087844655
System_Failure,lstm_autoencoder_19_raw_q90,43,7,9,2,0.2222222222222222,15,8,0.5333333333333333,0.48897707231040566,0.225,0.09,0.12857142857142856,0.18697407681029157
System_Failure,lstm_autoencoder_19_raw_q95,43,7,9,1,0.1111111111111111,15,6,0.4,0.4795151515151515,0.24,0.06,0.096,0.18697407681029157
System_Failure,lstm_autoencoder_19_raw_q97.5,43,7,9,1,0.1111111111111111,15,6,0.4,0.4795151515151515,0.24,0.06,0.096,0.18697407681029157
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,7,8,2,0.25,16,8,0.5,0.5284665481242296,0.225,0.13043478260869565,0.1651376146788991,0.15226493299775695
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,7,8,1,0.125,16,6,0.375,0.5159325909723603,0.24,0.08695652173913043,0.1276595744680851,0.15226493299775695
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,7,8,1,0.125,16,6,0.375,0.5159325909723603,0.24,0.08695652173913043,0.1276595744680851,0.15226493299775695
GripLost,lstm_autoencoder_19_raw_q90,43,7,4,0,0.0,20,11,0.55,0.459613196814562,0.0,0.0,0.0,0.05015451056603727
GripLost,lstm_autoencoder_19_raw_q95,43,7,4,0,0.0,20,8,0.4,0.46868008948545864,0.0,0.0,0.0,0.05015451056603727
GripLost,lstm_autoencoder_19_raw_q97.5,43,7,4,0,0.0,20,8,0.4,0.46868008948545864,0.0,0.0,0.0,0.05015451056603727
System_Failure,lstm_autoencoder_19_raw_q90,44,7,9,2,0.2222222222222222,15,7,0.4666666666666667,0.49250769879961576,0.24324324324324326,0.09,0.13138686131386862,0.18892095473003062
System_Failure,lstm_autoencoder_19_raw_q95,44,7,9,1,0.1111111111111111,15,6,0.4,0.4875943905070118,0.2692307692307692,0.07,0.1111111111111111,0.18892095473003062
System_Failure,lstm_autoencoder_19_raw_q97.5,44,7,9,1,0.1111111111111111,15,6,0.4,0.4875943905070118,0.2692307692307692,0.07,0.1111111111111111,0.18892095473003062
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,7,8,2,0.25,16,7,0.4375,0.5327729589555575,0.24324324324324326,0.13043478260869565,0.16981132075471697,0.1548426408711745
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,7,8,1,0.125,16,6,0.375,0.5263157894736842,0.2692307692307692,0.10144927536231885,0.14736842105263157,0.1548426408711745
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,7,8,1,0.125,16,6,0.375,0.5263157894736842,0.2692307692307692,0.10144927536231885,0.14736842105263157,0.1548426408711745
GripLost,lstm_autoencoder_19_raw_q90,44,7,4,0,0.0,20,10,0.5,0.4614512471655329,0.0,0.0,0.0,0.05029163312589324
GripLost,lstm_autoencoder_19_raw_q95,44,7,4,0,0.0,20,8,0.4,0.46808510638297873,0.0,0.0,0.0,0.05029163312589324
GripLost,lstm_autoencoder_19_raw_q97.5,44,7,4,0,0.0,20,8,0.4,0.46808510638297873,0.0,0.0,0.0,0.05029163312589324
System_Failure,lstm_autoencoder_19_raw_q90,42,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1841904687110893
System_Failure,lstm_autoencoder_19_raw_q95,42,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1841904687110893
System_Failure,lstm_autoencoder_19_raw_q97.5,42,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1841904687110893
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09524375327468557
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09524375327468557
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09524375327468557
GripLost,lstm_autoencoder_19_raw_q90,42,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09985428544978184
GripLost,lstm_autoencoder_19_raw_q95,42,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09985428544978184
GripLost,lstm_autoencoder_19_raw_q97.5,42,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09985428544978184
System_Failure,lstm_autoencoder_19_raw_q90,43,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1821486607351581
System_Failure,lstm_autoencoder_19_raw_q95,43,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1821486607351581
System_Failure,lstm_autoencoder_19_raw_q97.5,43,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.1821486607351581
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09263170689647014
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09263170689647014
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09263170689647014
GripLost,lstm_autoencoder_19_raw_q90,43,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.10032050565312972
GripLost,lstm_autoencoder_19_raw_q95,43,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.10032050565312972
GripLost,lstm_autoencoder_19_raw_q97.5,43,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.10032050565312972
System_Failure,lstm_autoencoder_19_raw_q90,44,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.18398836065078106
System_Failure,lstm_autoencoder_19_raw_q95,44,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.18398836065078106
System_Failure,lstm_autoencoder_19_raw_q97.5,44,8,5,0,0.0,7,0,0.0,0.4473684210526316,0.0,0.0,0.0,0.18398836065078106
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09554872986215085
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09554872986215085
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,8,3,0,0.0,9,0,0.0,0.47645429362880887,0.0,0.0,0.0,0.09554872986215085
GripLost,lstm_autoencoder_19_raw_q90,44,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09909996893177735
GripLost,lstm_autoencoder_19_raw_q95,44,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09909996893177735
GripLost,lstm_autoencoder_19_raw_q97.5,44,8,2,0,0.0,10,0,0.0,0.4735376044568245,0.0,0.0,0.0,0.09909996893177735
System_Failure,lstm_autoencoder_19_raw_q90,42,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.42117903106378385
System_Failure,lstm_autoencoder_19_raw_q95,42,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.42117903106378385
System_Failure,lstm_autoencoder_19_raw_q97.5,42,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.42117903106378385
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3526033275072483
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3526033275072483
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,42,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3526033275072483
GripLost,lstm_autoencoder_19_raw_q90,42,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1328870088357938
GripLost,lstm_autoencoder_19_raw_q95,42,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1328870088357938
GripLost,lstm_autoencoder_19_raw_q97.5,42,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1328870088357938
System_Failure,lstm_autoencoder_19_raw_q90,43,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.4209451446391075
System_Failure,lstm_autoencoder_19_raw_q95,43,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.4209451446391075
System_Failure,lstm_autoencoder_19_raw_q97.5,43,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.4209451446391075
ProtectiveStop,lstm_autoencoder_19_raw_q90,43,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3521180162728904
ProtectiveStop,lstm_autoencoder_19_raw_q95,43,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3521180162728904
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,43,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3521180162728904
GripLost,lstm_autoencoder_19_raw_q90,43,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.13336034100329974
GripLost,lstm_autoencoder_19_raw_q95,43,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.13336034100329974
GripLost,lstm_autoencoder_19_raw_q97.5,43,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.13336034100329974
System_Failure,lstm_autoencoder_19_raw_q90,44,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.41737947101701794
System_Failure,lstm_autoencoder_19_raw_q95,44,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.41737947101701794
System_Failure,lstm_autoencoder_19_raw_q97.5,44,9,20,0,0.0,6,0,0.0,0.40191897654584224,0.0,0.0,0.0,0.41737947101701794
ProtectiveStop,lstm_autoencoder_19_raw_q90,44,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3472235834878605
ProtectiveStop,lstm_autoencoder_19_raw_q95,44,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3472235834878605
ProtectiveStop,lstm_autoencoder_19_raw_q97.5,44,9,17,0,0.0,9,0,0.0,0.439,0.0,0.0,0.0,0.3472235834878605
GripLost,lstm_autoencoder_19_raw_q90,44,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1335874515861948
GripLost,lstm_autoencoder_19_raw_q95,44,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1335874515861948
GripLost,lstm_autoencoder_19_raw_q97.5,44,9,6,0,0.0,20,0,0.0,0.4616122840690979,0.0,0.0,0.0,0.1335874515861948
System_Failure,lstm_autoencoder_19_raw_q90,42,10,20,3,0.15,7,0,0.0,0.45242730974909007,1.0,0.03398058252427184,0.06572769953051644,0.3932664106504588
System_Failure,lstm_autoencoder_19_raw_q95,42,10,20,1,0.05,7,0,0.0,0.4325651870501101,1.0,0.014563106796116505,0.028708133971291867,0.3932664106504588
System_Failure,lstm_autoencoder_19_raw_q97.5,42,10,20,1,0.05,7,0,0.0,0.4325651870501101,1.0,0.014563106796116505,0.028708133971291867,0.3932664106504588
ProtectiveStop,lstm_autoencoder_19_raw_q90,42,10,19,3,0.15789473684210525,8,0,0.0,0.49362474445447085,1.0,0.04861111111111111,0.09271523178807947,0.40736304147931696
ProtectiveStop,lstm_autoencoder_19_raw_q95,42,10,19,1,0.05263157894736842,8,0,0.0,0.46630225382555174,1.0,0.020833333333333332,0.04081632653061224,0.40736304147931696
